id,full_name,party,gender,state,district,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
T000260,Todd Tiahrt,Republican,0,KS,4th,-6.475,24.551,-12.998,10.714,-1.006,1.666,-18.188,2.594,-10.751,1.956,-7.000,8.571,-14.261,3.045,-55.567,1.597,-9.342,1.481,-187.354,0.752,-43.738,1.105,-4.666,5.611,-22.990,4.071,-601.982,0.243,-58.704,1.429,-32.916,1.489,-21.125,2.075,-49.221,0.318,-214.696,0.515,-81.492,2.444,-20.261,3.926,-116.801,0.827,-505.762,0.128,-40.132,2.666,-63.080,1.999,-6.892,13.316
T000314,Peter Torkildsen,Republican,0,MA,6th,-6.341,34.661,-28.783,4.317,-19.276,1.121,-10.998,6.214,-186.514,0.857,-7.000,12.214,-38.345,4.016,-56.703,1.957,-24.586,2.113,-121.413,1.493,-21.418,0.935,-21.857,3.871,-205.354,0.321,-261.509,0.371,-59.356,1.992,-49.414,2.532,-2.891,0.604,-1.000,0.735,-123.596,0.592,-6.335,0.530,-38.018,2.695,-68.479,0.403,-5.288,3.048,-44.814,3.347,-1.000,5.143,-21.937,10.498
T000457,Fred Thompson,Republican,0,TN,,-1.000,0.857,-6.383,0.623,-192.693,0.346,-1.000,17.786,-84.680,0.000,-10.857,0.000,-5.737,1.749,-30.271,0.183,-100.884,0.000,-2.999,4.714,-169.032,0.144,-9.704,1.698,-9.926,0.206,-78.494,0.078,-1.000,27.643,-14.471,0.000,-72.710,0.000,-54.433,0.211,-16.306,0.104,-12.999,5.786,-41.873,0.000,-117.251,1.254,-168.891,0.762,-9.484,3.329,-1.000,5.786,-11.276,1.509
T000458,Thomas Tancredo,Republican,0,CO,6th,-3.000,7.714,-34.830,2.286,-223.039,0.322,-1.000,11.571,-50.025,2.085,-43.534,0.803,-13.859,5.552,-66.361,0.361,-5.574,0.347,-58.544,1.185,-182.745,0.460,-28.878,4.506,-219.094,0.357,-280.397,0.000,-26.646,5.524,-42.438,2.375,-110.971,0.055,-59.658,0.528,-117.465,0.827,-22.286,3.128,-37.106,2.887,-97.438,0.628,-223.456,0.000,-108.139,0.892,-122.864,1.278,-33.030,2.144
T000459,Lee Terry,Republican,0,NE,2nd,-37.560,24.643,-6.905,3.895,-65.910,0.945,-115.377,1.180,-18.652,0.957,-22.439,2.911,-25.912,1.443,-23.244,1.863,-58.493,0.747,-35.486,0.914,-36.553,1.476,-8.917,6.244,-3.000,9.214,-498.026,0.283,-1.000,2.744,-162.586,0.892,-25.143,2.552,-441.198,0.185,-393.090,0.356,-38.537,2.181,-16.507,4.530,-123.980,0.934,-45.732,1.052,-6.393,2.341,-11.383,2.634,-1.000,21.000
T000461,Patrick Toomey,Republican,0,PA,15th,-8.999,43.714,-1.000,25.714,-67.599,0.623,-148.025,0.121,-16.225,1.693,-24.277,0.903,-27.822,1.509,-18.999,4.286,-56.739,1.729,-196.086,0.565,-263.711,0.320,-29.179,1.141,-237.291,0.006,-202.485,0.347,-52.263,2.612,-35.295,0.567,-71.010,0.319,-417.917,0.356,-43.749,1.216,-66.096,0.936,-52.136,0.886,-287.295,0.479,-300.945,0.343,-14.230,1.555,-152.398,0.550,-20.160,9.857
T000462,Patrick Tiberi,Republican,0,OH,12th,-18.998,17.357,-30.781,4.337,-231.696,0.213,-87.261,0.832,-85.492,1.826,-4.914,1.113,-59.778,1.017,-13.011,0.759,-63.722,0.181,-1.000,6.214,-425.358,0.000,-29.377,5.240,-108.491,0.831,-133.331,0.428,-6.165,3.662,-158.754,0.721,-48.220,0.402,-480.625,0.347,-321.962,0.129,-43.531,2.377,-27.867,2.385,-160.913,0.948,-24.978,0.989,-108.121,1.860,-12.083,0.749,-11.000,19.500
T000463,Michael Turner,Republican,0,OH,10th,-37.233,22.286,-2.672,1.463,-176.971,0.104,-45.394,0.406,-22.885,2.633,-3.000,37.071,-25.226,6.858,-3.012,1.530,-6.497,2.731,-112.650,1.303,-20.170,0.355,-1.000,10.082,-28.872,1.898,-352.469,0.185,-1.000,7.503,-121.646,1.112,-22.986,4.714,-197.296,0.371,-322.962,0.314,-71.458,0.942,-1.477,3.941,-104.245,0.790,-1.000,2.286,-139.601,0.944,-86.996,0.751,-42.375,4.929
T000467,Glenn Thompson,Republican,0,PA,5th,-2.999,8.571,-12.773,3.971,-7.015,4.507,-14.705,0.639,-20.062,1.286,-75.843,2.040,-57.892,1.089,-200.581,0.739,-159.812,0.658,-50.087,2.257,-153.148,0.321,-6.795,9.184,-5.000,5.167,-71.321,0.703,-50.932,3.161,-1.508,4.296,-47.291,1.178,-879.534,0.000,-382.074,0.000,-9.000,6.214,-37.846,2.323,-42.264,1.627,-276.295,0.360,-32.105,1.362,-50.233,1.407,-7.000,22.286
T000470,Scott Tipton,Republican,0,CO,3rd,-2.999,15.429,-47.712,2.101,-9.990,1.714,-123.560,0.377,-82.410,0.350,-28.181,1.083,-4.325,0.802,-10.547,3.537,-6.953,0.900,-14.295,3.142,-16.705,0.338,-6.999,14.786,-6.998,4.302,-863.834,0.000,-36.856,3.941,-9.000,8.143,-208.400,0.643,-29.418,0.314,-59.672,0.307,-60.824,3.286,-61.080,2.038,-98.203,1.352,-492.311,0.164,-20.836,1.867,-140.187,0.636,-34.916,4.150
T000471,Robert Turner,Republican,0,NY,9th,-7.000,9.214,-4.386,1.577,-51.420,0.109,-96.430,0.781,-4.905,4.108,-18.917,2.898,-3.000,13.714,-39.667,0.441,-154.380,0.385,-28.329,2.878,-284.387,0.338,-30.873,4.491,-61.306,0.000,-276.172,0.358,-27.503,2.744,-23.860,1.311,-1.000,6.214,-52.739,0.097,-13.418,2.106,-79.172,0.240,-1.000,17.786,-77.668,1.518,-73.327,0.000,-74.993,0.565,-46.478,0.133,-1.000,0.860
T000475,Dave Trott,Republican,0,MI,11th,-15.396,19.927,-1.000,1.785,-49.726,0.000,-83.028,0.357,-40.836,0.547,-25.491,1.778,-1.000,8.361,-3.000,11.786,-52.733,1.723,-5.000,6.000,-390.034,0.342,-4.656,6.711,-109.657,0.206,-508.318,0.160,-27.754,3.973,-115.605,0.531,-107.596,0.513,-302.188,0.185,-37.111,0.739,-8.999,5.786,-14.631,6.442,-8.952,0.504,-4.817,2.371,-181.477,1.071,-231.841,0.389,-21.669,4.998
T000477,Scott Taylor,Republican,0,VA,2nd,-1.000,2.786,-11.908,0.056,-98.474,0.374,-29.361,3.180,-99.186,0.196,-19.622,7.503,-1.000,30.214,-22.298,2.422,-135.354,0.476,-139.613,0.314,-25.054,0.520,-3.000,28.929,-240.292,0.185,-62.589,0.000,-3.000,10.286,-76.016,0.000,-44.792,0.443,-674.590,0.185,-280.626,0.185,-62.942,2.276,-72.699,1.408,-28.508,1.257,-99.778,0.262,-33.476,3.022,-172.152,0.108,-1.000,0.645
U000031,Fred Upton,Republican,0,MI,6th,-6.995,31.711,-56.597,2.307,-22.734,1.101,-2.670,1.864,-79.576,1.069,-67.694,1.512,-48.741,0.463,-213.907,0.639,-156.453,0.703,-133.430,1.265,-38.898,0.724,-4.475,2.230,-1.000,6.028,-79.766,0.636,-55.585,2.076,-37.276,2.311,-10.996,4.524,-36.352,0.743,-26.677,0.316,-14.745,1.996,-8.999,8.571,-21.304,1.212,-70.608,0.508,-169.301,0.547,-146.986,1.087,-11.000,21.429
V000127,David Vitter,Republican,0,LA,1st,-15.005,35.573,-19.854,3.249,-4.623,2.283,-78.611,0.676,-82.061,1.768,-7.000,11.143,-33.641,4.389,-19.272,0.366,-72.660,1.810,-56.552,1.557,-154.875,0.429,-13.686,4.471,-34.725,1.752,-861.833,0.000,-2.789,3.467,-31.205,3.049,-57.073,2.045,-227.135,0.357,-207.984,0.500,-11.681,3.850,-3.324,3.513,-4.047,3.069,-278.382,0.382,-76.987,0.936,-6.510,1.478,-1.000,14.357
V000129,David Valadao,Republican,0,CA,21st,-5.000,3.214,-11.578,0.746,-1.000,10.714,-2.335,0.770,-34.910,0.157,-68.550,0.000,-2.937,2.326,-170.910,0.100,-62.726,0.000,-111.068,0.972,-30.522,0.519,-10.756,5.142,-24.954,1.992,-308.953,0.000,-23.588,6.141,-30.495,2.395,-87.095,1.045,-568.804,0.004,-440.986,0.067,-51.728,2.802,-16.694,1.203,-241.755,0.333,-235.853,0.213,-25.594,2.263,-169.218,0.927,-19.970,2.099
W000068,Robert Walker,Republican,0,PA,16th,-5.000,85.071,-10.999,10.071,-150.808,0.320,-124.794,1.171,-118.211,1.252,-57.155,3.307,-46.833,0.398,-162.744,0.424,-10.229,1.064,-99.618,0.181,-417.261,0.000,-27.795,0.388,-44.744,2.074,-749.084,0.000,-20.028,3.763,-1.000,8.143,-136.157,1.465,-849.586,0.071,-527.521,0.000,-1.000,0.642,-3.504,5.360,-146.203,0.000,-279.503,0.205,-163.704,1.036,-77.347,0.637,-1.000,3.692
W000092,Malcolm Wallop,Republican,0,WY,,-11.000,58.929,-8.473,3.376,-41.967,0.000,-83.903,0.722,-54.013,2.461,-1.000,14.786,-3.000,13.500,-22.283,0.175,-1.000,9.643,-14.484,0.135,-186.058,0.000,-6.282,0.407,-34.398,0.613,-49.985,0.109,-87.073,1.755,-3.000,14.786,-1.129,3.326,-49.226,0.104,-2.611,1.430,-19.969,0.000,-28.869,0.043,-29.445,0.171,-52.004,0.000,-5.367,0.000,-38.013,0.000,-3.200,1.880
W000099,James Walsh,Republican,0,NY,25th,-3.000,67.714,-24.916,3.069,-4.646,1.852,-42.214,1.107,-20.273,1.087,-20.000,5.189,-18.233,2.667,-199.055,0.600,-136.875,0.811,-5.000,6.214,-107.333,0.233,-8.934,7.722,-105.024,0.808,-905.373,0.000,-47.164,3.727,-2.857,2.281,-100.192,1.569,-295.171,0.370,-128.828,0.746,-12.746,2.004,-9.615,1.281,-150.597,1.120,-1.250,2.498,-62.992,0.566,-157.350,0.732,-19.966,2.929
W000119,Zach Wamp,Republican,0,TN,3rd,-12.998,27.000,-24.038,3.995,-69.386,0.942,-70.976,1.747,-116.375,1.161,-14.535,4.085,-22.603,6.214,-150.082,0.785,-190.590,0.681,-149.261,1.173,-154.534,0.689,-18.998,12.000,-1.000,5.384,-57.145,0.531,-28.489,4.178,-40.952,2.719,-18.973,3.117,-84.880,0.187,-423.606,0.371,-25.654,1.685,-16.004,3.200,-265.193,0.558,-359.232,0.185,-125.912,1.148,-50.400,0.624,-38.387,4.715
W000154,John Warner,Republican,0,VA,,-13.000,64.500,-8.238,2.503,-36.249,0.000,-89.201,0.779,-71.758,1.590,-1.000,39.000,-12.999,9.857,-57.477,0.314,-1.000,8.786,-54.544,1.563,-174.248,0.100,-10.998,12.214,-94.631,0.079,-46.562,0.109,-72.469,1.070,-99.968,1.636,-90.102,1.329,-61.422,0.427,-187.876,0.000,-13.399,0.000,-84.142,0.957,-6.944,0.536,-46.529,0.000,-7.241,0.037,-138.193,0.212,-6.419,0.436
W000194,Wes Watkins,Republican,0,OK,3rd,-6.998,17.357,-4.327,4.975,-1.000,7.071,-52.184,0.563,-3.026,6.002,-65.382,1.228,-85.561,1.019,-159.334,0.379,-173.275,0.103,-71.556,0.945,-289.786,0.185,-1.000,2.230,-7.000,7.286,-546.965,0.000,-47.008,1.443,-17.835,3.503,-115.473,1.064,-903.725,0.132,-69.756,0.633,-58.040,1.676,-30.778,0.844,-3.584,0.991,-99.934,0.487,-26.410,1.627,-10.302,2.853,-16.297,7.441
W000210,J.C. Watts,Republican,0,OK,4th,-20.999,13.286,-1.003,7.072,-40.963,1.023,-97.473,1.727,-106.729,1.771,-8.999,13.500,-53.766,2.853,-182.472,0.937,-34.204,1.488,-109.183,1.284,-72.212,0.845,-8.504,8.393,-27.324,1.168,-44.024,0.844,-11.943,6.203,-3.173,1.000,-130.021,1.058,-110.513,0.191,-165.690,0.534,-5.267,3.372,-28.676,4.946,-26.518,1.864,-26.007,1.560,-10.991,4.715,-9.398,2.662,-12.747,11.142
W000267,David Weldon,Republican,0,FL,15th,-22.998,27.000,-4.811,7.465,-76.338,0.701,-80.073,1.679,-24.896,1.682,-1.000,7.929,-11.975,4.159,-197.508,0.736,-139.997,1.275,-114.868,0.345,-459.343,0.203,-18.064,5.612,-15.157,2.194,-195.948,0.366,-2.871,5.114,-1.000,2.661,-195.135,0.828,-603.397,0.003,-209.561,0.632,-20.656,2.362,-41.186,2.857,-115.129,0.944,-23.817,0.419,-7.896,3.199,-14.284,2.829,-1.000,39.000
W000268,W. Weldon,Republican,0,PA,7th,-2.923,21.899,-3.582,3.127,-95.086,0.422,-4.976,4.086,-38.660,2.631,-1.000,34.714,-7.000,17.357,-210.674,0.304,-47.957,2.530,-195.582,0.773,-87.753,0.526,-11.519,7.090,-98.093,0.523,-103.578,0.213,-76.628,1.592,-59.386,2.203,-51.908,0.571,-121.427,0.371,-47.202,1.000,-63.091,1.120,-8.999,7.715,-47.772,1.368,-439.267,0.272,-72.992,0.564,-200.392,0.277,-4.731,2.349
W000273,Gerald Weller,Republican,0,IL,11th,-1.000,12.652,-6.999,12.643,-195.809,0.616,-12.770,1.799,-36.459,2.992,-51.109,1.069,-20.810,1.865,-22.253,0.554,-25.741,1.255,-16.623,0.501,-29.545,1.404,-4.578,4.063,-35.316,1.547,-353.468,0.371,-53.589,2.062,-14.866,1.105,-156.744,0.874,-890.578,0.000,-397.484,0.209,-47.015,1.856,-2.990,5.813,-180.896,0.425,-8.282,1.828,-1.000,5.151,-1.955,3.272,-34.389,4.719
W000391,Richard White,Republican,0,WA,1st,-9.033,35.549,-21.759,4.968,-264.885,0.229,-42.184,2.906,-194.237,0.214,-54.548,0.000,-14.286,0.371,-60.795,1.578,-115.097,0.727,-135.577,0.693,-439.642,0.000,-2.728,1.479,-170.072,0.230,-253.945,0.000,-33.815,2.563,-13.247,2.867,-123.349,0.857,-415.711,0.371,-137.871,0.425,-38.092,0.549,-1.000,26.357,-137.254,0.502,-42.531,0.000,-48.015,0.094,-40.281,2.203,-1.000,4.551
W000413,Ed Whitfield,Republican,0,KY,1st,-12.999,39.857,-5.933,2.754,-20.778,1.795,-67.718,1.652,-151.674,0.548,-35.818,1.632,-10.075,5.748,-21.102,0.750,-111.169,1.012,-156.193,1.269,-28.722,0.614,-2.846,5.227,-3.000,8.786,-100.115,0.428,-8.143,3.696,-30.232,2.181,-45.989,2.825,-63.218,0.331,-302.608,0.428,-40.557,1.810,-68.948,1.904,-106.036,0.888,-292.586,0.000,-149.485,0.385,-44.563,0.801,-27.076,7.927
W000437,Roger Wicker,Republican,0,MS,1st,-1.000,39.000,-1.000,10.714,-85.599,1.408,-28.931,1.599,-11.732,0.882,-35.623,7.500,-4.999,7.286,-53.073,0.895,-8.467,2.690,-42.752,1.320,-54.444,1.006,-7.898,3.892,-41.194,1.401,-81.725,0.535,-35.631,4.110,-67.022,0.923,-170.568,1.094,-616.869,0.000,-119.916,0.760,-61.634,2.891,-48.291,1.371,-252.607,0.338,-497.532,0.191,-64.978,1.310,-54.472,1.863,-8.249,10.462
W000672,Frank Wolf,Republican,0,VA,10th,-27.946,28.929,-24.934,3.804,-122.326,1.194,-3.000,7.071,-5.757,4.302,-38.677,3.905,-9.000,12.857,-160.378,0.936,-161.890,0.975,-171.288,0.860,-40.705,0.633,-23.837,6.608,-58.425,0.351,-758.759,0.000,-24.984,4.944,-33.731,0.699,-11.883,2.538,-582.702,0.000,-1.000,10.929,-73.345,1.015,-10.508,4.535,-213.388,0.794,-300.598,0.000,-88.819,0.856,-175.781,0.777,-23.737,3.180
W000791,Greg Walden,Republican,0,OR,2nd,-8.997,16.286,-13.548,3.211,-14.932,3.425,-58.077,1.942,-48.849,0.558,-7.102,2.288,-18.323,0.746,-4.176,0.575,-12.016,0.683,-119.932,0.945,-547.981,0.187,-3.000,15.214,-12.437,1.879,-164.880,0.185,-16.051,3.717,-3.000,8.786,-17.072,3.710,-525.356,0.220,-270.314,0.364,-51.053,1.486,-3.000,8.572,-1.000,1.991,-96.177,0.310,-128.106,0.362,-194.981,0.801,-7.023,7.318
W000795,Joe Wilson,Republican,0,SC,2nd,-1.000,7.714,-19.822,4.549,-319.881,0.242,-34.231,1.612,-25.591,1.038,-3.000,12.214,-1.000,10.718,-145.078,0.608,-18.609,2.563,-140.074,1.323,-453.259,0.000,-4.999,21.000,-37.271,1.498,-573.199,0.157,-64.572,3.642,-119.034,0.622,-64.378,1.434,-749.862,0.000,-59.459,0.522,-33.542,1.992,-69.521,2.287,-56.605,1.271,-51.561,0.639,-42.993,1.956,-29.098,0.925,-21.939,8.576
W000796,Lynn Westmoreland,Republican,0,GA,3rd,-35.263,19.071,-2.954,7.331,-216.140,0.328,-18.049,1.816,-110.731,0.676,-10.538,2.310,-61.294,1.784,-18.358,2.798,-43.451,0.937,-80.634,1.487,-574.302,0.000,-6.995,15.860,-1.000,9.000,-163.877,0.371,-31.690,2.269,-65.231,0.827,-1.000,0.716,-773.626,0.136,-286.128,0.327,-137.272,1.068,-42.763,2.094,-81.068,1.446,-127.607,0.257,-184.199,0.659,-188.815,0.075,-6.180,5.089
W000798,Tim Walberg,Republican,0,MI,7th,-10.462,25.059,-27.670,5.651,-11.621,1.374,-151.423,1.091,-170.061,0.459,-44.361,3.203,-2.670,1.575,-52.468,1.325,-11.012,1.655,-85.615,1.296,-92.904,0.660,-12.119,7.463,-24.990,4.071,-472.972,0.185,-62.572,3.647,-140.585,0.327,-108.808,1.714,-6.186,0.627,-249.865,0.371,-48.679,2.985,-30.022,2.747,-159.354,0.628,-73.700,0.236,-44.789,3.133,-55.006,1.655,-6.409,10.546
W000804,Robert Wittman,Republican,0,VA,1st,-14.999,13.286,-55.517,2.126,-2.751,2.202,-156.217,0.736,-62.901,0.218,-3.000,28.929,-99.643,0.969,-76.645,0.583,-55.098,1.338,-135.142,1.154,-536.248,0.047,-3.000,20.357,-22.700,2.589,-708.456,0.000,-33.921,3.130,-10.983,4.928,-12.995,4.519,-515.976,0.000,-80.301,0.529,-36.551,1.808,-70.908,2.443,-282.743,0.633,-40.946,0.645,-56.059,0.813,-241.653,0.139,-14.858,3.480
W000806,Daniel Webster,Republican,0,FL,11th,-13.392,29.568,-50.597,1.222,-111.314,0.681,-138.347,0.103,-144.073,0.443,-37.015,3.197,-28.625,0.158,-44.045,1.075,-8.674,0.512,-4.022,2.219,-481.276,0.000,-17.275,8.325,-62.291,1.689,-616.107,0.000,-40.546,3.425,-99.821,1.037,-12.993,4.305,-438.195,0.371,-259.968,0.000,-3.000,6.429,-8.326,5.729,-142.367,0.491,-115.516,0.439,-13.973,0.343,-224.542,0.700,-30.644,4.032
W000807,Allen West,Republican,0,FL,22nd,-5.000,9.642,-1.000,15.857,-298.488,0.160,-65.793,0.931,-10.546,2.143,-4.992,6.875,-9.000,13.500,-49.953,1.826,-39.593,2.668,-59.715,2.108,-253.150,0.000,-1.000,17.357,-119.517,0.760,-369.416,0.000,-34.847,4.928,-34.069,0.931,-1.000,0.927,-38.510,0.000,-328.726,0.194,-15.210,2.940,-24.150,3.176,-129.774,0.000,-254.642,0.000,-38.577,2.271,-186.741,0.372,-30.917,5.786
W000809,Steve Womack,Republican,0,AR,3rd,-9.907,30.875,-8.876,8.931,-27.166,1.489,-111.443,0.557,-1.000,0.196,-1.000,8.358,-75.955,2.143,-1.002,3.026,-67.512,1.961,-158.186,1.167,-322.624,0.209,-22.912,11.143,-140.645,0.958,-263.717,0.356,-103.132,2.786,-16.705,1.197,-42.222,1.345,-420.126,0.000,-238.161,0.106,-17.969,0.000,-8.227,1.452,-29.879,0.852,-406.071,0.257,-72.981,0.937,-134.728,0.000,-6.593,7.537
W000810,Rob Woodall,Republican,0,GA,7th,-21.949,25.714,-1.000,20.357,-18.998,0.227,-146.145,0.194,-111.791,0.294,-67.536,0.691,-46.408,0.188,-1.000,1.960,-65.509,1.946,-7.466,0.346,-201.245,0.000,-2.743,0.620,-74.551,1.741,-594.346,0.179,-26.454,0.752,-35.003,0.347,-45.460,1.091,-335.484,0.172,-213.828,0.000,-56.130,0.186,-70.871,1.844,-127.992,0.083,-199.190,0.000,-21.368,3.049,-188.578,0.287,-4.960,8.306
W000811,Joe Walsh,Republican,0,IL,8th,-21.262,19.071,-8.998,10.499,-72.798,0.275,-142.879,0.902,-17.388,0.395,-49.812,1.466,-17.412,0.938,-3.000,4.500,-39.713,0.177,-155.415,0.256,-74.318,0.098,-7.997,0.946,-87.599,0.108,-23.576,0.000,-32.699,0.000,-147.172,0.112,-7.072,3.722,-31.571,0.000,-97.942,0.000,-59.981,2.077,-5.000,12.214,-11.440,0.199,-14.890,0.000,-11.434,1.067,-189.945,0.628,-14.009,7.960
W000814,Randy Weber,Republican,0,TX,14th,-1.000,18.212,-2.680,2.936,-1.000,1.235,-75.142,2.212,-96.993,1.101,-55.247,3.243,-4.810,4.737,-106.439,1.139,-95.685,1.819,-62.597,1.174,-113.603,0.184,-1.000,6.663,-1.000,9.429,-891.373,0.000,-48.710,1.841,-10.999,6.857,-98.738,1.421,-476.314,0.371,-198.086,0.422,-86.003,0.111,-30.470,4.542,-1.000,6.214,-370.967,0.000,-115.016,1.525,-186.976,0.159,-9.573,5.317
W000815,Brad Wenstrup,Republican,0,OH,2nd,-2.999,24.000,-6.169,1.480,-97.485,0.938,-94.499,0.838,-135.385,0.463,-10.696,7.952,-20.465,5.751,-167.525,0.062,-168.719,1.141,-60.685,1.920,-335.801,0.000,-5.000,25.714,-133.341,0.921,-846.149,0.051,-42.389,4.112,-54.723,0.680,-66.133,1.537,-691.423,0.000,-151.374,0.632,-100.139,1.800,-30.939,2.556,-40.815,0.222,-166.634,0.242,-34.062,1.287,-49.872,0.831,-18.998,15.429
W000816,Roger Williams,Republican,0,TX,25th,-9.000,15.214,-1.000,7.286,-11.494,1.160,-26.585,1.874,-164.379,0.966,-3.000,8.574,-4.779,6.263,-7.000,7.071,-11.190,3.667,-25.993,1.773,-162.973,0.417,-2.999,19.929,-23.587,2.396,-489.559,0.371,-2.820,2.024,-150.537,0.848,-57.259,1.576,-800.779,0.000,-370.541,0.324,-80.552,1.088,-20.838,4.131,-13.972,2.301,-146.142,0.852,-6.344,2.838,-251.572,0.366,-18.476,9.648
W000819,Mark Walker,Republican,0,NC,6th,-10.999,14.786,-6.777,4.349,-140.272,0.430,-4.090,1.710,-31.888,0.321,-47.634,1.174,-16.347,3.838,-162.229,0.855,-26.139,2.246,-23.878,1.408,-268.270,0.000,-8.998,16.929,-256.512,0.011,-761.741,0.000,-77.354,2.161,-17.071,0.000,-36.937,1.292,-476.316,0.000,-79.933,0.959,-98.294,1.717,-25.107,2.985,-6.231,0.741,-91.144,0.464,-71.000,2.053,-86.979,1.123,-14.168,9.869
W000821,Bruce Westerman,Republican,0,AR,4th,-16.466,21.428,-2.959,7.116,-16.927,3.440,-151.305,0.367,-33.787,0.715,-14.016,2.333,-88.364,0.806,-36.465,0.919,-204.945,0.422,-39.756,1.132,-495.595,0.356,-8.940,9.650,-59.075,2.228,-37.339,0.769,-66.214,2.242,-1.000,21.429,-16.292,1.234,-685.583,0.000,-371.542,0.139,-52.817,2.618,-51.697,0.459,-32.198,2.064,-297.596,0.185,-74.985,0.936,-261.354,0.717,-29.231,2.366
Y000031,C. Young,Republican,0,FL,13th,-3.000,75.857,-38.041,2.827,-354.321,0.259,-75.893,1.205,-8.927,0.193,-1.000,28.286,-1.000,2.332,-80.894,0.237,-17.711,2.005,-32.679,1.483,-74.117,0.534,-7.000,13.714,-41.007,0.834,-454.441,0.000,-19.680,1.511,-139.734,0.963,-37.322,2.572,-108.424,0.185,-486.848,0.000,-45.085,1.110,-84.407,2.143,-45.886,1.689,-79.256,0.479,-13.443,0.771,-33.094,0.547,-23.084,7.916
Y000033,Don Young,Republican,0,AK,,-2.999,47.786,-26.167,0.709,-17.180,2.097,-147.857,0.334,-111.314,1.322,-31.838,5.143,-30.387,1.010,-142.163,0.130,-29.461,1.092,-196.510,0.098,-295.195,0.338,-11.429,2.448,-4.999,4.739,-162.876,0.185,-30.113,2.401,-1.000,10.500,-14.989,4.499,-900.760,0.154,-111.755,0.235,-110.473,0.754,-58.871,2.781,-173.613,0.545,-228.920,0.212,-44.046,0.473,-219.976,0.101,-22.847,1.071
Y000063,Kevin Yoder,Republican,0,KS,3rd,-12.999,13.714,-1.002,8.785,-44.570,1.241,-13.613,1.379,-6.223,1.149,-14.567,1.685,-33.335,3.861,-94.025,0.915,-57.408,0.987,-6.880,1.652,-326.013,0.000,-7.000,21.857,-22.185,1.642,-155.570,0.371,-11.019,2.753,-5.680,0.570,-95.370,1.336,-713.531,0.000,-222.476,0.106,-39.506,2.742,-8.999,9.643,-267.917,0.635,-244.274,0.000,-49.269,2.615,-108.684,1.450,-20.998,15.429
Y000064,Todd Young,Republican,0,IN,9th,-4.445,19.848,-4.910,6.588,-147.035,0.688,-23.634,1.585,-64.599,1.683,-22.507,4.091,-13.875,2.081,-28.290,0.934,-45.953,1.518,-97.617,1.299,-432.722,0.000,-18.998,12.214,-99.670,1.092,-287.967,0.293,-41.706,3.910,-36.846,0.431,-99.977,0.775,-806.772,0.000,-251.863,0.000,-72.991,0.803,-1.000,1.682,-70.185,1.866,-144.617,0.309,-31.983,3.359,-2.800,2.248,-27.997,13.714
Y000065,Ted Yoho,Republican,0,FL,3rd,-26.415,15.857,-27.791,2.129,-35.180,2.786,-92.277,1.663,-6.997,4.500,-17.240,2.780,-10.850,6.783,-13.060,1.134,-108.951,1.368,-32.558,1.107,-481.956,0.221,-14.937,9.428,-32.955,2.367,-475.975,0.000,-21.967,5.213,-117.842,1.255,-58.573,0.280,-433.109,0.000,-16.890,2.321,-97.288,0.555,-42.321,3.034,-46.197,0.829,-256.369,0.107,-3.853,1.631,-239.955,0.252,-16.999,14.143
Y000066,David Young,Republican,0,IA,3rd,-3.000,2.786,-44.739,0.000,-22.458,1.678,-3.342,1.188,-105.259,0.410,-18.335,0.263,-44.922,0.332,-116.033,0.535,-27.195,0.180,-8.994,4.086,-149.683,0.319,-8.022,4.498,-142.706,0.209,-240.013,0.367,-84.171,2.561,-123.603,1.040,-18.884,0.980,-970.254,0.000,-377.063,0.000,-24.291,3.122,-54.845,2.040,-61.863,0.516,-326.464,0.371,-7.000,6.857,-206.075,0.110,-16.287,2.095
Z000004,William Zeliff,Republican,0,NH,1st,-14.989,33.857,-7.000,14.357,-37.370,0.810,-4.653,2.055,-121.151,0.571,-10.999,8.786,-53.864,1.795,-69.029,1.850,-18.873,1.151,-137.781,0.415,-1.000,4.929,-38.517,4.487,-227.292,0.000,-411.375,0.351,-81.371,2.839,-24.038,2.932,-174.457,0.709,-276.466,0.000,-460.868,0.294,-25.106,0.916,-50.603,2.007,-83.310,0.743,-349.969,0.185,-64.977,0.939,-140.194,0.206,-4.728,2.135
