id,full_name,party,gender,state,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
B000944,Sherrod Brown,Democrat,0,OH,-4.999,12.000,-16.998,10.500,-19.771,1.446,-33.297,2.115,-1.000,11.786,-19.416,1.267,-10.791,2.824,-124.320,0.837,-62.961,2.203,-190.836,0.241,-49.548,1.277,-16.683,1.807,-24.149,1.254,-431.545,0.371,-10.057,1.318,-38.217,0.490,-1.938,0.883,-235.841,0.371,-7.686,2.101,-92.579,0.420,-10.859,1.674,-133.484,0.399,-170.823,0.322,-46.009,2.993,-34.080,0.561,-1.000,58.929
B000993,Richard Bryan,Democrat,0,NV,-20.500,50.143,-11.318,0.000,-65.594,0.000,-35.172,0.000,-130.560,0.824,-52.888,0.000,-22.742,0.000,-61.142,0.182,-129.184,0.199,-63.649,0.000,-64.189,0.000,-62.121,0.000,-64.703,0.000,-64.333,0.122,-42.802,0.746,-58.571,0.000,-17.219,0.000,-63.204,0.105,-5.000,4.500,-17.221,0.000,-53.319,0.139,-65.268,0.123,-62.409,0.100,-9.345,0.492,-64.390,0.073,-3.797,0.839
B000997,John Bryant,Democrat,0,TX,-5.000,67.714,-30.401,2.411,-111.882,0.486,-44.896,2.948,-51.418,1.126,-49.105,0.756,-7.055,1.176,-156.494,0.127,-91.862,0.000,-16.976,1.086,-374.836,0.000,-11.451,3.204,-248.503,0.022,-577.990,0.181,-99.718,2.079,-9.037,2.995,-67.182,0.789,-797.513,0.086,-112.585,0.544,-8.434,1.845,-1.000,3.706,-139.605,0.315,-64.149,0.000,-13.014,1.350,-141.045,0.995,-23.527,4.236
B001057,Dale Bumpers,Democrat,0,AR,-7.000,61.714,-4.999,10.287,-47.935,1.791,-22.535,2.431,-63.618,1.102,-5.000,24.000,-92.445,1.156,-214.455,0.441,-137.657,1.245,-121.159,0.000,-484.561,0.032,-20.194,2.871,-20.345,1.389,-766.625,0.185,-67.963,1.296,-11.036,2.997,-181.917,0.869,-45.399,0.844,-73.037,0.000,-116.114,1.317,-13.891,1.484,-31.172,0.451,-239.587,0.103,-113.640,0.476,-151.661,0.700,-12.441,0.207
B001210,Robert Byrd,Democrat,0,WV,-16.999,49.071,-7.673,6.038,-26.210,0.314,-5.000,9.429,-112.055,1.327,-28.019,5.173,-17.955,1.961,-81.536,0.196,-105.400,1.549,-216.630,0.643,-79.313,0.846,-6.663,4.671,-239.741,0.000,-69.421,0.000,-1.000,15.429,-65.440,0.000,-46.161,0.223,-66.934,0.000,-363.861,0.371,-18.837,4.714,-56.381,0.136,-185.339,0.073,-107.785,0.355,-31.830,0.310,-55.485,1.225,-20.578,0.185
B001225,William Bradley,Democrat,0,NJ,-25.897,25.714,-27.021,0.203,-41.803,0.194,-1.000,9.429,-67.223,2.006,-1.000,9.429,-5.000,10.500,-47.585,0.206,-7.986,2.556,-159.015,0.640,-69.522,0.000,-16.720,1.378,-93.731,0.542,-149.197,0.556,-35.159,3.582,-20.006,3.905,-113.273,0.862,-68.580,0.121,-192.752,0.534,-80.090,1.294,-1.000,0.911,-8.632,1.045,-180.991,0.000,-10.812,4.123,-132.432,0.837,-11.346,5.200
B001226,Peter Barca,Democrat,0,WI,-10.999,39.000,-21.072,4.756,-36.607,0.307,-15.041,1.158,-19.447,1.897,-19.537,0.608,-1.000,10.286,-71.655,0.000,-19.841,1.240,-55.656,0.366,-26.921,0.750,-11.498,0.843,-100.809,0.465,-72.880,0.213,-18.625,0.206,-6.971,3.736,-75.002,1.833,-542.099,0.154,-78.189,0.110,-30.322,0.179,-32.319,5.060,-72.987,0.000,-215.714,0.051,-124.924,1.398,-128.697,1.238,-16.592,3.157
B001227,Robert Brady,Democrat,0,PA,-1.000,13.500,-35.595,0.522,-244.271,0.000,-33.918,1.471,-65.440,1.191,-54.295,2.119,-52.856,3.053,-245.460,0.428,-167.533,0.440,-9.412,2.918,-62.272,0.352,-30.654,3.261,-16.776,0.525,-252.957,0.338,-7.000,10.071,-115.406,0.413,-58.197,2.477,-306.356,0.185,-172.500,0.617,-96.499,1.692,-12.999,7.714,-217.863,0.377,-494.684,0.256,-123.576,1.708,-197.733,0.531,-7.940,2.620
B001229,Brian Baird,Democrat,0,WA,-4.405,34.608,-27.534,5.143,-194.404,0.546,-41.728,0.447,-104.662,1.266,-32.136,1.667,-6.810,4.096,-16.618,0.764,-31.043,2.388,-124.529,0.212,-4.125,1.461,-5.839,4.475,-14.651,1.591,-730.597,0.102,-76.048,2.706,-5.000,8.571,-107.955,0.877,-785.099,0.049,-488.774,0.360,-35.838,4.071,-3.000,10.073,-1.000,2.424,-72.790,0.536,-86.300,1.155,-256.548,0.202,-29.914,9.429
B001234,Joe Baca,Democrat,0,CA,-7.000,7.500,-21.808,4.198,-43.836,1.591,-96.479,1.323,-35.563,1.004,-19.492,1.040,-35.644,2.341,-16.671,1.943,-21.497,1.361,-18.514,3.105,-7.641,0.575,-2.998,12.000,-138.661,0.648,-693.406,0.185,-2.657,5.486,-17.734,1.854,-160.459,0.853,-560.682,0.000,-62.310,0.524,-7.181,4.346,-18.889,2.563,-58.142,1.383,-5.274,2.086,-3.000,5.571,-5.049,3.095,-7.000,16.929
B001238,Frank Ballance,Democrat,0,NC,-5.000,5.143,-20.054,1.599,-6.999,3.657,-55.365,0.000,-45.567,2.413,-21.290,0.287,-17.514,0.570,-187.008,0.097,-4.337,0.827,-221.660,0.214,-73.209,0.098,-14.944,9.643,-78.590,0.000,-820.553,0.185,-5.000,8.573,-44.394,0.000,-47.174,0.873,-441.536,0.000,-27.308,0.968,-13.998,2.802,-89.549,0.000,-3.000,8.143,-30.181,1.134,-18.952,4.714,-121.759,1.186,-1.000,28.929
B001241,Chris Bell,Democrat,0,TX,-1.000,21.438,-42.198,3.500,-303.573,0.273,-3.387,0.783,-75.628,0.000,-76.631,2.243,-14.404,6.934,-98.425,0.327,-144.564,0.598,-13.100,3.322,-570.473,0.093,-3.061,7.706,-58.055,2.253,-322.351,0.000,-44.255,3.599,-15.962,1.953,-58.863,0.190,-77.466,0.118,-30.841,1.262,-10.385,2.905,-16.318,5.541,-185.181,0.321,-42.477,0.405,-4.995,4.724,-5.000,4.929,-1.000,24.643
B001242,Timothy Bishop,Democrat,0,NY,-6.545,21.897,-29.174,6.856,-80.954,1.220,-36.725,0.299,-45.640,0.654,-47.206,3.404,-30.778,2.428,-6.856,1.702,-17.467,2.201,-19.664,1.980,-28.670,0.211,-1.000,12.643,-34.094,2.311,-39.835,0.857,-55.516,2.513,-20.921,4.096,-4.986,3.107,-973.124,0.185,-535.525,0.000,-5.527,5.367,-36.701,3.725,-32.540,2.185,-9.662,0.411,-6.336,3.298,-202.755,0.616,-15.801,10.484
B001251,George Butterfield,Democrat,0,NC,-4.999,9.857,-62.105,2.778,-47.333,1.586,-128.792,0.141,-109.889,0.928,-10.627,3.950,-4.748,1.457,-45.564,0.752,-123.835,1.097,-13.752,2.116,-465.772,0.000,-5.000,11.786,-17.400,1.097,-118.332,0.213,-4.999,9.430,-46.692,0.724,-104.139,0.754,-228.429,0.185,-50.250,0.779,-4.446,3.847,-58.736,3.643,-11.910,1.846,-4.401,0.729,-13.281,3.067,-111.101,1.320,-12.999,18.214
B001252,John Barrow,Democrat,0,GA,-19.897,25.714,-17.650,3.650,-9.557,2.121,-62.360,0.927,-97.551,1.192,-22.526,2.365,-62.516,1.756,-10.189,1.589,-31.612,1.670,-62.672,0.549,-415.555,0.000,-12.896,8.136,-5.000,8.143,-532.430,0.185,-58.300,3.752,-83.607,1.420,-57.331,1.868,-137.832,0.371,-218.762,0.293,-52.805,2.624,-29.647,6.214,-91.026,1.258,-300.227,0.179,-76.512,1.397,-28.527,2.062,-12.999,12.000
B001254,Dan Boren,Democrat,0,OK,-8.999,16.929,-12.305,1.065,-77.700,1.469,-157.044,0.407,-87.989,1.683,-12.499,7.602,-12.897,6.793,-173.332,0.921,-181.044,0.845,-26.002,2.807,-574.220,0.307,-1.000,8.178,-8.984,4.313,-522.620,0.000,-70.049,2.696,-32.672,3.215,-135.262,1.493,-279.992,0.166,-498.698,0.096,-37.256,3.550,-28.808,5.133,-21.267,2.393,-59.820,1.262,-52.960,0.762,-154.686,0.000,-8.201,12.610
B001259,Bruce Braley,Democrat,0,IA,-9.000,15.214,-5.361,2.826,-42.059,1.485,-73.196,1.876,-77.288,1.067,-20.212,3.805,-66.531,0.959,-36.866,2.575,-41.798,1.981,-28.839,1.963,-406.085,0.145,-4.999,16.286,-14.648,2.681,-247.856,0.211,-107.630,2.355,-125.110,1.167,-10.818,1.832,-15.121,0.232,-189.284,0.534,-33.936,2.980,-12.415,2.502,-1.000,5.143,-28.559,0.803,-9.825,3.288,-127.034,1.119,-18.998,11.571
B001263,John Boccieri,Democrat,0,OH,-1.000,2.143,-26.988,4.690,-122.969,0.208,-84.604,0.060,-84.404,1.159,-14.684,6.212,-33.417,1.986,-16.638,2.258,-149.238,1.188,-66.652,0.177,-238.575,0.000,-8.945,9.864,-1.000,15.214,-236.362,0.185,-100.839,1.714,-78.905,0.402,-157.910,0.859,-385.842,0.000,-458.312,0.000,-7.891,0.857,-48.318,1.865,-263.084,0.692,-126.938,0.771,-20.140,3.746,-118.872,0.301,-9.000,22.286
B001264,Bobby Bright,Democrat,0,AL,-18.998,21.000,-6.191,5.722,-8.994,5.142,-78.587,0.244,-5.066,2.913,-6.312,4.912,-19.177,4.943,-14.657,0.717,-99.743,1.065,-109.198,1.447,-85.695,0.000,-14.910,11.142,-150.584,0.849,-90.687,0.212,-12.892,1.567,-91.017,0.183,-111.377,0.793,-743.625,0.000,-94.308,0.111,-3.062,6.003,-52.119,3.234,-1.000,11.143,-89.047,0.000,-90.684,0.813,-267.841,0.456,-1.000,1.757
B001279,Ron Barber,Democrat,0,AZ,-24.586,10.286,-47.239,0.929,-38.367,0.628,-1.000,1.129,-3.349,0.382,-6.999,15.857,-61.510,0.287,-147.321,0.586,-188.816,0.551,-98.615,1.557,-300.977,0.325,-1.000,51.214,-9.799,1.366,-45.342,0.640,-43.244,2.769,-38.866,2.933,-94.291,1.106,-239.991,0.213,-282.084,0.184,-77.230,2.856,-38.167,5.141,-69.068,1.612,-125.200,0.877,-111.371,1.297,-95.521,1.026,-14.119,9.018
B001287,Ami Bera,Democrat,0,CA,-1.000,7.929,-21.637,6.223,-18.191,2.002,-82.673,0.119,-35.039,0.573,-60.097,1.265,-86.305,0.309,-110.660,0.085,-24.910,1.388,-54.687,0.925,-360.206,0.000,-8.999,14.357,-30.740,0.628,-257.590,0.000,-15.455,3.491,-5.974,3.549,-2.991,0.699,-285.249,0.000,-15.267,0.792,-73.615,1.028,-4.851,1.657,-13.654,2.406,-170.787,0.108,-44.131,3.298,-39.653,2.036,-1.000,41.786
B001292,Donald Beyer,Democrat,0,VA,-4.446,42.724,-49.795,2.427,-19.911,1.893,-77.511,1.819,-58.120,0.834,-19.686,4.134,-78.601,0.408,-148.951,0.462,-43.043,0.184,-178.556,0.669,-211.570,0.000,-9.001,7.714,-4.999,5.791,-298.461,0.371,-19.262,2.946,-9.000,12.000,-75.552,1.193,-708.586,0.000,-372.710,0.301,-108.364,1.113,-1.000,3.491,-298.207,0.380,-347.836,0.338,-119.256,0.253,-60.431,1.018,-1.000,4.549
B001296,Brendan Boyle,Democrat,0,PA,-3.000,6.857,-52.010,3.274,-325.405,0.319,-108.346,1.079,-46.305,2.896,-2.999,7.715,-5.000,8.575,-55.606,1.263,-89.207,0.965,-76.887,1.279,-61.969,0.563,-25.813,5.264,-95.657,0.851,-345.689,0.185,-80.186,2.375,-129.721,0.373,-4.632,2.223,-811.262,0.000,-65.913,0.333,-76.402,2.661,-48.713,3.228,-69.766,2.036,-113.207,0.316,-5.000,7.929,-209.136,0.612,-1.025,10.053
B001304,Anthony Brown,Democrat,0,MD,-3.000,5.357,-31.174,6.857,-5.904,0.365,-17.376,2.921,-118.335,0.763,-7.000,9.857,-6.370,5.186,-6.998,4.500,-47.959,1.474,-132.812,1.408,-97.452,0.472,-8.773,9.222,-62.911,1.415,-130.679,0.437,-26.411,2.777,-30.543,2.232,-29.174,1.484,-94.922,0.185,-204.956,0.213,-42.199,3.328,-1.916,0.728,-40.169,2.239,-165.367,0.888,-8.999,6.214,-85.022,1.394,-5.000,30.214
C000141,Benjamin Cardin,Democrat,0,MD,-26.414,45.643,-12.985,7.929,-342.899,0.108,-102.518,0.373,-10.488,3.460,-46.200,1.829,-14.870,6.013,-99.989,0.661,-33.039,2.400,-123.867,1.283,-398.461,0.361,-21.924,2.549,-41.817,0.471,-2.705,1.115,-68.985,2.079,-132.693,0.930,-123.204,0.634,-581.659,0.000,-19.844,2.006,-54.961,1.645,-45.449,2.845,-166.092,0.853,-45.951,0.833,-117.492,1.085,-3.049,3.097,-1.000,22.286
C000178,Milton Carr,Democrat,0,MI,-5.000,91.286,-1.000,3.870,-49.632,1.678,-136.154,0.187,-69.967,0.387,-1.000,10.071,-33.567,2.948,-57.490,0.725,-74.270,0.061,-176.292,0.149,-121.590,0.376,-6.225,1.163,-98.605,0.000,-254.434,0.193,-18.971,4.383,-46.728,0.000,-3.000,12.643,-330.456,0.328,-266.595,0.000,-26.320,0.179,-63.997,1.551,-14.402,1.031,-466.605,0.148,-122.136,0.732,-162.970,0.270,-3.522,1.237
C000312,Jim Chapman,Democrat,0,TX,-5.000,70.714,-37.102,2.184,-58.325,1.397,-67.045,1.877,-99.537,1.167,-12.222,0.394,-15.637,0.491,-168.256,0.760,-166.143,0.100,-126.265,0.105,-98.114,0.000,-21.959,4.022,-164.822,0.751,-102.741,0.107,-28.937,3.098,-136.707,0.529,-59.683,1.353,-99.381,0.146,-106.745,0.000,-45.357,0.360,-10.995,0.178,-129.995,0.403,-492.753,0.200,-17.915,0.350,-93.120,0.083,-11.432,1.268
C000488,William Clay,Democrat,0,MO,-12.415,37.923,-2.754,3.118,-289.784,0.173,-9.689,2.740,-128.711,0.509,-16.031,1.040,-64.556,0.994,-153.994,0.634,-183.582,0.328,-52.072,1.502,-88.836,0.260,-27.176,1.753,-213.998,0.000,-708.071,0.000,-1.000,9.859,-65.742,0.570,-191.460,0.701,-6.316,1.067,-126.643,0.319,-1.000,10.500,-50.004,1.111,-1.000,0.282,-135.714,0.752,-3.000,5.357,-12.489,2.467,-27.724,5.572
C000503,Robert Clement,Democrat,0,TN,-10.999,16.929,-13.541,3.757,-74.673,0.954,-142.635,1.116,-22.509,2.769,-27.502,4.400,-53.387,2.846,-73.274,1.003,-96.504,1.319,-1.000,4.500,-368.832,0.371,-15.830,7.465,-138.957,0.212,-72.830,0.648,-1.000,5.363,-44.002,1.451,-30.562,2.630,-72.317,0.524,-9.279,2.885,-12.174,5.200,-1.000,3.277,-255.943,0.518,-69.311,0.748,-179.348,1.072,-44.852,2.029,-42.761,6.214
C000537,James Clyburn,Democrat,0,SC,-3.000,5.143,-66.104,2.786,-33.174,0.740,-24.998,1.699,-13.255,0.899,-54.083,0.573,-46.459,1.022,-94.963,0.309,-6.156,0.510,-35.171,2.790,-454.313,0.000,-23.170,4.997,-107.517,0.211,-139.329,0.358,-3.000,15.429,-32.394,0.944,-49.032,0.956,-847.923,0.048,-289.660,0.320,-8.999,5.571,-37.400,0.551,-68.710,0.580,-111.217,0.637,-106.519,1.629,-105.810,1.377,-18.547,7.418
C000621,Ronald Coleman,Democrat,0,TX,-7.000,57.643,-18.214,7.284,-34.899,0.630,-106.559,0.982,-2.738,2.402,-14.651,7.939,-42.157,1.649,-175.347,0.619,-61.608,1.077,-92.117,0.768,-59.959,0.891,-11.432,2.345,-104.185,0.448,-150.198,0.370,-2.954,1.463,-6.992,4.511,-12.990,4.928,-15.097,0.467,-436.215,0.149,-44.858,2.550,-19.139,5.019,-54.720,0.563,-31.884,1.247,-25.174,1.419,-27.276,1.869,-16.408,10.061
C000670,Gary Condit,Democrat,0,CA,-26.500,50.143,-2.838,3.760,-3.000,4.722,-38.986,1.634,-23.091,2.563,-24.175,2.695,-3.000,9.216,-5.469,0.681,-87.584,1.091,-153.816,0.961,-242.420,0.213,-1.000,0.846,-112.093,0.835,-856.095,0.185,-25.461,2.589,-78.628,1.938,-77.010,1.529,-233.844,0.000,-12.934,2.299,-94.577,1.163,-5.000,11.571,-188.625,0.316,-445.779,0.275,-129.339,0.585,-246.818,0.496,-11.376,4.766
C000705,Kent Conrad,Democrat,0,ND,-11.000,57.643,-1.000,19.071,-3.000,6.857,-69.055,1.877,-33.533,1.950,-1.000,36.214,-12.747,0.190,-25.034,2.513,-134.403,0.995,-111.748,0.000,-106.922,0.086,-52.121,0.001,-104.054,0.212,-111.399,0.000,-24.533,0.189,-48.497,2.448,-37.234,0.000,-107.846,0.185,-116.907,0.185,-31.315,0.000,-30.004,0.001,-126.471,0.200,-107.866,0.123,-19.709,0.000,-14.934,0.000,-26.825,0.006
C000714,John Conyers,Democrat,0,MI,-6.999,52.500,-44.089,1.637,-83.616,0.479,-1.759,3.972,-33.027,1.521,-42.677,2.692,-35.772,3.943,-63.671,1.967,-49.010,1.877,-43.566,1.839,-536.027,0.319,-14.931,1.702,-44.199,0.981,-457.605,0.199,-31.713,4.919,-27.510,0.300,-15.043,1.098,-255.793,0.365,-58.518,0.929,-113.167,0.660,-18.986,6.857,-243.673,0.440,-23.492,0.664,-77.274,1.762,-85.424,0.715,-1.000,8.553
C000754,Jim Cooper,Democrat,0,TN,-21.289,19.073,-3.000,14.143,-288.055,0.281,-83.408,1.106,-120.223,1.081,-17.536,7.488,-39.053,2.692,-79.359,1.670,-1.000,3.155,-13.765,3.887,-96.003,0.324,-12.999,13.286,-45.701,0.344,-311.636,0.209,-10.999,7.929,-59.113,0.335,-15.181,0.359,-730.670,0.000,-392.209,0.352,-1.000,2.364,-21.146,1.323,-288.041,0.481,-515.715,0.270,-20.004,1.541,-71.929,1.607,-20.271,8.146
C000767,Samuel Coppersmith,Democrat,0,AZ,-10.043,28.911,-1.006,4.513,-259.211,0.507,-13.908,3.446,-84.815,0.586,-1.000,2.368,-34.391,3.334,-115.457,1.074,-103.942,0.227,-50.480,2.505,-505.837,0.000,-1.000,1.275,-44.624,1.553,-596.937,0.214,-83.105,2.161,-4.999,6.857,-8.992,4.719,-468.567,0.105,-401.337,0.339,-17.491,3.777,-24.314,1.879,-214.005,0.490,-11.100,1.620,-84.972,0.994,-253.758,0.201,-17.163,2.319
C000794,Jerry Costello,Democrat,0,IL,-8.489,18.667,-6.283,3.977,-41.861,0.840,-158.532,0.550,-13.607,2.049,-4.447,3.009,-1.000,4.091,-206.834,0.506,-41.625,2.195,-66.921,1.992,-262.863,0.371,-4.749,6.703,-7.346,2.508,-262.145,0.371,-12.082,6.266,-57.095,2.238,-11.089,4.296,-863.373,0.000,-117.725,0.606,-36.153,3.371,-6.999,7.713,-49.195,1.488,-118.397,0.854,-69.485,1.945,-22.071,0.934,-19.924,9.425
C000846,William Coyne,Democrat,0,PA,-12.998,21.000,-18.974,9.643,-201.618,0.212,-80.051,1.005,-50.038,1.467,-19.272,1.481,-4.997,6.647,-68.610,0.731,-51.869,1.543,-11.757,1.585,-499.834,0.000,-18.500,4.701,-29.270,0.481,-11.560,1.066,-9.000,9.857,-131.873,0.083,-131.893,0.558,-61.476,0.213,-151.976,0.531,-31.722,2.611,-7.144,2.618,-195.216,0.000,-2.655,1.489,-38.663,3.128,-53.012,2.366,-6.999,14.786
C000868,Robert Cramer,Democrat,0,AL,-33.273,22.286,-47.794,2.425,-51.010,1.267,-38.358,0.424,-18.516,0.951,-7.000,11.786,-69.767,1.092,-143.669,0.761,-200.591,0.724,-35.722,2.010,-132.044,0.236,-12.944,10.503,-80.531,0.723,-783.614,0.012,-6.999,9.428,-25.519,4.114,-18.898,2.814,-273.375,0.368,-13.949,0.211,-24.460,2.115,-8.167,4.393,-71.282,1.078,-441.947,0.212,-196.598,0.643,-36.201,2.103,-7.921,4.550
C000984,Elijah Cummings,Democrat,0,MD,-9.915,25.732,-40.715,3.356,-180.306,0.212,-103.723,1.686,-42.446,0.913,-27.530,7.500,-62.183,2.226,-20.794,1.691,-5.985,2.584,-155.544,1.069,-10.875,2.136,-6.483,6.596,-7.250,0.864,-229.033,0.371,-25.590,7.500,-97.933,0.593,-38.520,2.171,-289.730,0.329,-63.927,0.651,-30.151,3.385,-4.890,4.517,-74.750,1.021,-58.095,1.153,-93.569,1.753,-33.017,2.628,-9.000,21.429
C001037,Michael Capuano,Democrat,0,MA,-18.490,19.500,-32.139,3.259,-33.136,0.310,-111.578,0.826,-1.000,1.695,-55.343,2.834,-8.999,9.857,-26.421,2.358,-116.709,1.619,-22.024,2.325,-69.414,0.249,-31.129,5.639,-28.821,0.691,-25.817,0.533,-33.809,4.131,-5.900,1.455,-138.602,0.437,-561.445,0.361,-61.963,0.960,-39.254,3.537,-20.870,2.594,-80.903,0.471,-19.000,2.571,-35.547,1.162,-144.058,1.278,-1.000,18.214
C001038,Joseph Crowley,Democrat,0,NY,-8.998,21.000,-14.995,5.198,-369.343,0.214,-65.345,1.113,-1.000,4.726,-22.854,1.685,-7.000,12.000,-70.028,1.135,-26.587,1.510,-169.714,0.857,-189.042,0.488,-5.640,7.954,-75.205,0.795,-636.921,0.063,-28.513,2.412,-159.600,0.833,-38.201,0.928,-2.722,0.424,-10.861,2.327,-42.499,2.898,-6.174,3.784,-19.918,2.235,-16.471,1.073,-46.016,3.211,-38.826,1.601,-18.998,15.429
C001044,Brad Carson,Democrat,0,OK,-24.998,16.500,-1.000,7.925,-166.096,0.746,-73.393,0.000,-14.803,4.061,-51.881,1.781,-16.981,5.355,-77.230,1.068,-25.453,2.226,-99.580,0.487,-286.353,0.177,-14.772,8.785,-2.999,4.507,-127.244,0.000,-7.000,9.000,-56.409,2.036,-17.614,3.377,-97.382,0.517,-131.443,0.184,-26.345,1.295,-46.810,0.557,-19.204,0.170,-118.396,0.640,-123.589,1.055,-236.743,0.356,-9.664,3.156
C001049,Wm. Clay,Democrat,0,MO,-1.000,21.000,-60.680,0.962,-254.747,0.086,-94.593,1.687,-19.084,0.742,-14.075,1.368,-32.316,4.413,-96.343,1.800,-89.414,1.179,-15.171,3.688,-404.614,0.000,-4.856,9.232,-105.788,0.319,-591.737,0.106,-5.000,9.857,-98.883,1.120,-36.181,1.298,-400.044,0.381,-13.361,1.103,-2.724,3.956,-8.321,5.789,-85.371,1.040,-28.504,1.018,-1.000,1.914,-40.746,0.861,-4.668,8.515
C001050,Dennis Cardoza,Democrat,0,CA,-2.995,31.723,-8.289,6.810,-8.998,3.663,-153.654,0.330,-75.303,1.092,-13.986,2.230,-1.000,2.655,-178.604,0.867,-14.342,1.538,-109.573,1.019,-99.044,0.602,-14.949,3.205,-30.838,1.422,-242.564,0.348,-104.989,2.786,-14.013,3.154,-56.380,1.108,-56.985,0.401,-295.218,0.185,-70.999,2.262,-8.848,2.045,-15.274,1.963,-56.360,1.260,-101.930,1.341,-31.894,2.805,-8.836,5.787
C001055,Ed Case,Democrat,0,HI,-6.983,10.271,-32.919,5.056,-1.000,2.839,-2.765,2.472,-7.056,2.082,-33.997,3.707,-2.999,7.073,-38.056,1.319,-27.371,0.423,-35.978,1.416,-190.935,0.558,-8.999,15.429,-198.166,0.299,-357.497,0.358,-4.574,6.034,-7.000,7.286,-142.775,0.786,-525.248,0.000,-109.947,0.460,-6.232,2.572,-50.310,1.884,-257.526,0.649,-1.000,0.725,-124.250,0.417,-72.341,1.181,-18.172,9.217
C001058,Ben Chandler,Democrat,0,KY,-3.000,7.286,-10.892,6.241,-19.742,1.017,-99.289,0.627,-120.135,0.866,-28.327,4.596,-1.069,5.978,-126.484,0.318,-34.514,2.898,-7.000,4.929,-86.423,0.765,-16.999,19.071,-46.148,0.923,-449.558,0.368,-31.812,4.117,-37.502,2.329,-129.582,1.285,-30.917,0.702,-65.266,1.202,-15.096,3.435,-16.902,4.361,-23.227,2.348,-295.121,0.371,-94.705,1.303,-3.933,0.585,-2.968,7.097
C001059,Jim Costa,Democrat,0,CA,-5.000,7.500,-69.345,1.282,-1.000,6.643,-104.760,0.889,-67.078,1.066,-3.555,0.678,-14.199,4.123,-19.484,0.403,-54.525,0.737,-36.354,1.806,-442.877,0.311,-19.167,8.396,-46.033,1.705,-500.838,0.185,-2.978,6.837,-28.773,3.666,-13.885,1.654,-1020.840,0.000,-428.042,0.291,-82.790,2.406,-2.923,0.914,-51.196,1.498,-340.932,0.342,-83.709,1.401,-205.946,0.357,-33.521,3.632
C001060,Russ Carnahan,Democrat,0,MO,-8.973,10.292,-10.193,4.459,-15.804,0.526,-24.585,0.282,-43.675,2.332,-31.020,3.899,-11.912,5.563,-68.192,1.667,-14.862,3.171,-17.621,0.882,-51.765,0.496,-22.546,4.227,-12.967,4.715,-853.094,0.000,-19.552,2.521,-9.250,2.182,-9.698,3.877,-35.329,0.270,-89.861,0.925,-96.652,2.206,-32.548,3.126,-4.803,2.894,-541.208,0.214,-40.281,3.254,-74.178,1.095,-5.000,23.357
C001061,Emanuel Cleaver,Democrat,0,MO,-5.000,6.214,-35.523,3.338,-325.257,0.106,-26.397,2.039,-167.658,0.438,-40.043,0.358,-21.506,2.824,-18.940,3.084,-11.063,1.500,-31.252,2.880,-7.682,0.357,-14.729,9.181,-56.200,1.216,-624.003,0.008,-1.000,10.074,-64.670,0.989,-61.102,1.698,-18.791,0.879,-416.673,0.371,-72.963,2.220,-9.986,0.364,-82.634,1.529,-6.955,2.629,-9.773,2.859,-63.456,0.738,-29.024,6.828
C001063,Henry Cuellar,Democrat,0,TX,-7.000,12.214,-46.034,0.572,-115.708,0.955,-135.895,1.043,-120.385,1.510,-3.866,1.342,-47.206,0.818,-180.550,0.917,-43.298,0.534,-33.838,2.630,-137.111,0.580,-3.435,8.967,-45.619,1.132,-479.315,0.166,-1.000,6.463,-32.600,1.927,-168.268,1.239,-592.390,0.020,-521.525,0.000,-1.227,7.714,-24.633,4.250,-33.161,0.995,-153.370,0.461,-75.723,0.397,-257.327,0.685,-31.274,2.157
C001065,Christopher Carney,Democrat,0,PA,-26.932,17.786,-5.498,1.199,-319.652,0.176,-141.273,0.758,-94.318,0.000,-4.999,15.857,-23.480,1.168,-5.760,3.471,-98.521,1.623,-76.805,1.064,-494.185,0.121,-12.999,14.786,-211.999,0.371,-622.005,0.000,-38.299,3.286,-42.146,1.531,-13.603,2.403,-742.046,0.131,-235.617,0.000,-69.004,2.252,-1.000,25.071,-13.900,2.120,-162.180,0.000,-89.650,1.840,-44.158,0.796,-11.460,2.183
C001068,Steve Cohen,Democrat,0,TN,-11.902,15.849,-27.052,4.303,-122.985,0.639,-59.585,2.457,-130.638,1.039,-34.504,1.395,-2.761,5.864,-14.508,1.290,-101.763,1.371,-12.989,4.085,-74.033,0.870,-4.752,6.488,-3.346,2.548,-648.811,0.000,-1.000,8.359,-71.688,0.404,-139.766,1.068,-402.650,0.278,-104.589,0.544,-129.163,1.082,-89.105,1.717,-110.232,1.028,-9.594,0.841,-2.713,2.020,-82.093,0.712,-4.999,15.214
